DateTime,Load Demand (kWh),PV Production (kWh),Energy Exported to Grid (kWh),Energy Imported from Grid (kWh),Hydrogen Production (kg),Fuel Cell Output (kWh),Ambient Temperature (°C),Electrolyser Power (kW),Electrolyser Efficiency (%),PV Efficiency (%),Fuel Cell Electrical Efficiency (%),Converter Efficiency (%),Solar Irradiance (W/m^2),Hydrogen Supply to Fuel Cell (kg),Hydrogen Consumption Rate (kg/kWh),Hydrogen Discharge to Storage (kg),Hydrogen Flow from Tank to FC (kg),Building Load Demand (kWh),E_PV2EZ (kWh),E_NT2FC (kWh),LCOH ($/kg),LCOS ($/kWh),Electrolyzer Losses (kWh),Converter Losses (kWh),Storage Losses (kg),Balance of Plant (BoP) (kWh),Month
2023-01-05 8:00,19511.16,667.72,63.11,11.32,32.56,13.01,44.4,1293.76,61.05,14.15,44.85,95.58,692.72,0.91,0.07,31.65,0.91,7804.46,411.613,13.01,4.1163,0.2233,49.5746,1090.2055,1.1209,960.7642,January
2023-01-05 9:00,18704.71,506.33,87.29,100.04,37.89,35.15,22.01,504.24,61.07,13.2,40.86,94.02,527.84,2.46,0.07,35.43,2.46,7481.88,391.4851,35.15,4.1383,0.123,33.1178,1794.6005,1.6332,410.9061,January
2023-01-05 10:00,18121.8,1181.51,38.75,105.2,35.48,21.38,38.69,911.77,60.35,14.24,44.85,94.51,659.11,1.5,0.07,33.98,1.5,7248.72,784.0065,21.38,2.8946,0.2822,66.4783,1268.0367,0.8158,595.1197,January
2023-01-05 11:00,19756.15,269.29,57.55,152.79,35.47,21.2,38.58,1335.45,62.36,14.43,41.93,94.87,211.55,1.48,0.07,33.99,1.48,7902.46,194.6258,21.2,2.6618,0.147,16.7008,1722.5476,1.2098,907.6442,January
2023-01-05 12:00,16098.3,73.38,24.34,15.88,49.24,15.12,33.29,972.34,61.41,13.86,44.04,95.6,653.2,1.06,0.07,48.18,1.06,6439.32,48.6814,15.12,2.5072,0.2165,4.5173,904.8604,1.5386,634.6166,January
2023-01-05 13:00,17536.76,1408.41,44.69,69.13,32.08,32.0,21.95,610.63,63.94,13.23,42.34,94.93,495.6,2.24,0.07,29.84,2.24,7014.7,1089.0637,32.0,3.1982,0.1317,162.9118,1195.3376,0.7593,492.436,January
2023-01-05 14:00,19525.92,797.98,57.95,50.12,43.91,24.36,31.83,1229.75,63.32,13.54,41.58,94.44,881.43,1.71,0.07,42.2,1.71,7810.37,509.3455,24.36,2.6917,0.2265,63.4706,1321.6327,1.5472,536.0141,January
2023-01-05 15:00,18725.88,1135.21,76.31,98.0,23.46,14.21,25.53,1383.86,62.07,14.45,42.07,94.4,555.17,0.99,0.07,22.47,0.99,7490.35,783.9658,14.21,3.0766,0.297,86.7031,1470.9762,0.7339,719.3532,January
2023-01-05 16:00,18740.55,330.21,53.42,31.78,45.92,31.84,25.34,1409.65,63.89,14.48,41.83,95.91,956.2,2.23,0.07,43.69,2.23,7496.22,244.1426,31.84,3.1066,0.2301,28.9057,1049.2005,1.8755,641.8311,January
2023-01-05 17:00,19147.41,944.1,80.17,39.11,40.68,29.21,40.2,1486.04,61.63,13.17,42.41,94.94,895.58,2.04,0.07,38.64,2.04,7658.96,639.5907,29.21,3.046,0.2112,34.3756,1418.9957,1.3593,453.4177,January
2023-01-05 18:00,16726.36,1383.78,10.08,98.25,36.82,33.99,29.02,1294.82,62.29,13.78,42.72,95.91,541.63,2.38,0.07,34.44,2.38,6690.54,865.3784,33.99,2.8484,0.2548,121.3224,1242.1228,1.3974,513.4385,January
2023-01-05 19:00,15594.07,5.4,94.19,186.72,36.34,15.39,19.29,211.89,63.76,14.49,42.42,94.33,2.71,1.08,0.07,35.26,1.08,6237.63,4.2449,15.39,3.6949,0.1877,0.6058,1379.5594,1.3878,313.7864,January
2023-01-05 20:00,15425.11,5.98,92.69,140.68,22.16,35.38,20.83,185.67,64.98,13.5,44.26,94.56,0.67,2.48,0.07,19.68,2.48,6170.04,4.1914,35.38,3.202,0.1013,0.2824,863.5499,0.8384,471.1862,January
2023-01-05 21:00,15712.2,4.57,48.89,155.46,41.73,19.16,24.32,131.49,62.75,13.29,44.43,94.08,4.97,1.34,0.07,40.39,1.34,6284.88,2.8929,19.16,3.3206,0.1212,0.4014,1011.9836,1.1253,530.9914,January
2023-01-05 22:00,19186.11,0.3,20.31,63.49,41.31,21.49,16.33,141.76,63.76,14.96,44.61,95.14,9.24,1.5,0.07,39.81,1.5,7674.44,0.1963,21.49,4.0773,0.1915,0.0284,1669.373,1.8568,835.2878,January
2023-01-05 23:00,19056.24,3.51,61.64,67.7,39.48,11.37,19.64,282.32,62.09,13.41,42.16,94.12,8.74,0.8,0.07,38.68,0.8,7622.5,2.5969,11.37,4.4683,0.2041,0.288,1751.6294,1.4775,566.9254,January
2023-01-06 0:00,15501.61,4.5,92.09,156.42,35.92,34.6,21.1,181.38,64.38,14.77,41.17,95.39,0.85,2.42,0.07,33.5,2.42,6200.64,2.803,34.6,3.464,0.241,0.3261,1247.4871,1.0975,676.5708,January
2023-01-06 1:00,19921.96,5.4,69.36,150.14,49.53,32.29,17.68,256.66,60.72,13.63,42.18,95.34,4.29,2.26,0.07,47.27,2.26,7968.78,3.3476,32.29,3.8289,0.188,0.3773,1098.4388,2.2985,900.6277,January
2023-01-06 2:00,16997.95,3.56,25.62,197.74,35.07,22.75,22.42,262.5,62.75,14.92,44.81,95.15,7.38,1.59,0.07,33.48,1.59,6799.18,2.1411,22.75,3.7318,0.1008,0.1721,1480.7308,1.3875,698.5546,January
2023-01-06 3:00,19108.47,7.25,43.37,61.33,21.21,11.69,18.99,212.21,63.1,14.13,41.55,94.39,4.97,0.82,0.07,20.39,0.82,7643.39,5.7387,11.69,3.5744,0.1355,0.3061,1326.5679,0.8471,400.6175,January
2023-01-06 4:00,15134.86,4.84,39.11,153.96,30.65,11.59,17.19,291.57,61.2,14.75,40.23,94.82,5.77,0.81,0.07,29.84,0.81,6053.94,3.7067,11.59,3.1795,0.2959,0.5367,1449.1637,1.0228,498.6914,January
2023-01-06 5:00,19341.78,3.5,31.51,80.46,46.48,26.91,24.05,276.31,60.15,13.33,43.1,94.74,1.48,1.88,0.07,44.6,1.88,7736.71,2.3869,26.91,3.364,0.1284,0.159,1693.7481,1.5869,474.4186,January
2023-01-06 6:00,19824.05,3.97,72.91,108.67,25.14,35.15,18.72,287.73,61.81,14.12,40.83,94.05,2.7,2.46,0.07,22.68,2.46,7929.62,2.9311,35.15,2.657,0.2085,0.321,1490.2266,0.9376,528.5631,January
2023-01-06 7:00,15043.79,661.8,59.7,43.79,34.67,26.4,21.35,1438.72,61.68,14.97,43.87,94.04,333.57,1.85,0.07,32.82,1.85,6017.52,524.7867,26.4,3.5533,0.2574,61.241,977.3137,1.6998,723.4675,January
2023-01-06 8:00,18281.76,1366.67,23.17,93.76,48.94,37.94,36.72,850.71,62.61,13.97,41.41,94.25,220.74,2.66,0.07,46.28,2.66,7312.7,859.1168,37.94,3.9387,0.2581,80.3547,1818.7774,1.1687,751.1342,January
2023-01-06 9:00,18513.62,222.57,90.18,177.83,20.39,32.8,36.42,529.71,63.36,13.19,41.53,95.94,898.06,2.3,0.07,18.09,2.3,7405.45,136.9262,32.8,4.286,0.1261,11.1715,1249.8241,0.7685,579.0458,January
2023-01-06 10:00,18609.69,539.31,34.24,69.17,27.34,19.73,23.04,905.64,61.63,14.45,44.52,95.53,620.53,1.38,0.07,25.96,1.38,7443.88,376.0229,19.73,3.6305,0.2263,24.3464,1707.4521,1.1895,385.7816,January
2023-01-06 11:00,16776.75,549.82,96.08,124.18,39.29,12.94,24.16,1453.86,62.43,13.26,44.55,95.72,585.67,0.91,0.07,38.38,0.91,6710.7,336.6948,12.94,4.4653,0.2202,18.6452,1346.6835,0.7926,354.2077,January
2023-01-06 12:00,15946.89,291.54,46.3,143.46,28.05,14.64,25.33,643.61,62.88,13.73,41.54,95.25,744.84,1.02,0.07,27.03,1.02,6378.76,186.1734,14.64,2.6299,0.1242,18.3559,1449.2739,0.8709,613.3648,January
2023-01-06 13:00,18272.18,380.95,99.58,91.41,48.19,26.34,23.17,947.56,62.08,14.83,44.48,95.02,593.86,1.84,0.07,46.35,1.84,7308.87,247.7083,26.34,3.3289,0.1406,13.8854,1727.4814,1.8261,460.2069,January
2023-01-06 14:00,17482.85,336.27,46.29,73.78,27.77,35.11,42.45,1388.03,62.07,14.16,43.0,94.39,828.21,2.46,0.07,25.31,2.46,6993.14,227.7342,35.11,3.3138,0.2105,19.6363,1017.8564,0.8462,628.2599,January
2023-01-06 15:00,16083.34,329.95,67.48,65.85,21.14,26.23,23.75,873.53,62.42,14.54,40.35,94.47,588.89,1.84,0.07,19.3,1.84,6433.34,203.9537,26.23,3.2421,0.2302,15.3652,1141.2837,0.7036,379.0485,January
2023-01-06 16:00,16608.75,1434.49,10.1,169.56,22.38,35.71,39.07,1069.38,63.33,14.03,42.81,94.2,772.27,2.5,0.07,19.88,2.5,6643.5,1080.735,35.71,4.2816,0.2252,117.179,1621.9906,0.5796,822.5716,January
2023-01-06 17:00,18956.05,1159.87,89.63,14.43,44.49,38.85,34.82,1204.5,64.25,14.68,42.5,94.41,904.24,2.72,0.07,41.77,2.72,7582.42,895.4314,38.85,2.772,0.1394,93.4488,1157.6093,1.5508,946.8247,January
2023-01-06 18:00,18266.39,52.86,97.63,198.17,48.89,20.42,42.91,820.21,61.19,13.78,41.86,94.63,522.84,1.43,0.07,47.46,1.43,7306.56,32.5426,20.42,3.8811,0.1142,2.0591,1663.3329,1.2613,614.8242,January
2023-01-06 19:00,18776.93,0.01,38.96,82.01,43.41,31.07,24.79,282.31,61.57,14.47,41.64,94.2,5.72,2.17,0.07,41.24,2.17,7510.77,0.0062,31.07,2.9203,0.2521,0.0008,1254.3501,1.8303,936.8178,January
2023-01-06 20:00,19228.12,3.75,55.57,130.23,34.14,27.93,16.97,115.61,60.31,13.84,43.46,94.27,2.77,1.96,0.07,32.18,1.96,7691.25,2.9267,27.93,3.5782,0.2339,0.2351,1727.0285,1.3303,707.8268,January
2023-01-06 21:00,18439.03,5.7,19.74,196.89,20.71,37.57,21.75,187.39,64.36,13.18,41.19,94.33,5.22,2.63,0.07,18.08,2.63,7375.61,3.4451,37.57,3.2257,0.2024,0.3519,1294.6676,0.4756,695.0232,January
2023-01-06 22:00,15644.81,2.14,31.21,14.68,41.56,14.1,21.15,266.41,64.34,13.02,43.83,94.98,6.81,0.99,0.07,40.57,0.99,6257.92,1.633,14.1,3.0193,0.1618,0.1236,1445.329,0.9397,538.5373,January
2023-01-06 23:00,17184.04,1.2,76.78,162.76,21.37,26.54,21.81,168.3,63.45,14.6,41.2,95.02,2.97,1.86,0.07,19.51,1.86,6873.62,0.77,26.54,3.6908,0.2982,0.0822,1054.0545,0.5599,448.9714,January
2023-01-07 0:00,15001.18,5.04,34.96,170.72,21.94,23.89,19.37,176.51,64.89,14.76,44.24,95.59,3.26,1.67,0.07,20.27,1.67,6000.47,4.0301,23.89,3.8239,0.1913,0.5409,892.3698,1.055,571.2208,January
2023-01-07 1:00,16666.08,3.72,36.86,141.28,34.23,20.85,22.2,173.31,62.05,14.27,42.81,95.4,4.74,1.46,0.07,32.77,1.46,6666.43,2.5547,20.85,3.8647,0.2852,0.3183,993.2546,1.4915,708.2529,January
2023-01-07 2:00,16685.19,5.48,53.76,73.05,37.35,15.69,18.28,229.17,60.44,13.2,40.83,95.85,0.48,1.1,0.07,36.25,1.1,6674.08,4.2415,15.69,2.8348,0.1872,0.226,910.6129,1.7227,556.0605,January
2023-01-07 3:00,17624.88,4.46,81.87,179.75,25.81,14.45,20.71,154.87,64.3,14.69,43.1,95.7,5.86,1.01,0.07,24.8,1.01,7049.95,3.4072,14.45,4.4321,0.1965,0.3004,1737.5753,0.7697,396.5563,January
2023-01-07 4:00,15658.85,1.62,25.18,28.96,30.75,29.59,18.68,166.3,64.41,14.19,44.18,94.07,7.11,2.07,0.07,28.68,2.07,6263.54,1.2567,29.59,3.6019,0.2019,0.0714,888.7123,0.8015,697.908,January
2023-01-07 5:00,15053.98,8.03,88.03,171.63,47.29,37.6,20.99,183.33,62.36,13.64,40.06,94.07,2.48,2.63,0.07,44.66,2.63,6021.59,5.905,37.6,2.661,0.2184,0.4345,785.8307,0.9997,383.5718,January
2023-01-07 6:00,17803.27,9.33,58.36,154.46,32.08,13.3,18.17,184.16,61.15,13.13,40.86,95.7,0.45,0.93,0.07,31.15,0.93,7121.31,6.347,13.3,3.3088,0.1404,0.8665,1286.2691,1.5061,539.6013,January
2023-01-07 7:00,16444.07,504.4,61.6,25.4,45.42,10.57,32.7,1183.41,62.07,13.41,41.57,95.72,214.22,0.74,0.07,44.68,0.74,6577.63,400.2827,10.57,2.6826,0.231,28.9904,849.0821,1.6122,482.0088,January
2023-01-07 8:00,16156.92,1458.51,25.56,133.97,31.47,32.12,32.58,729.43,62.78,14.93,44.44,94.8,824.24,2.25,0.07,29.22,2.25,6462.77,1047.9253,32.12,3.4184,0.2478,73.3326,1309.8326,1.5407,368.6052,January
2023-01-07 9:00,16600.73,442.6,81.94,124.53,41.24,24.79,26.24,1301.01,60.71,14.29,40.12,94.6,319.21,1.74,0.07,39.5,1.74,6640.29,278.7125,24.79,4.3026,0.2768,37.9948,1309.9574,1.3344,663.8545,January
2023-01-07 10:00,18235.77,879.51,34.74,193.02,43.84,10.05,43.19,828.37,63.39,14.56,44.07,94.89,422.77,0.7,0.07,43.14,0.7,7294.31,677.5161,10.05,2.711,0.1638,78.8114,1510.4173,1.9293,632.6781,January
2023-01-07 11:00,15789.55,9.05,89.81,155.05,48.72,33.72,30.34,1072.1,64.57,14.46,40.9,95.3,362.12,2.36,0.07,46.36,2.36,6315.82,6.3268,33.72,2.6771,0.1229,0.6026,1315.2983,2.1564,731.6644,January
2023-01-07 12:00,18527.58,171.21,42.37,116.25,43.7,37.83,20.77,934.27,64.55,13.91,40.82,95.02,712.2,2.65,0.07,41.05,2.65,7411.03,131.6638,37.83,3.4295,0.2647,18.1625,1845.2771,1.5348,643.7645,January
2023-01-07 13:00,18059.12,1219.97,32.27,152.07,38.0,34.84,43.33,1120.26,62.16,13.47,41.52,94.96,463.4,2.44,0.07,35.56,2.44,7223.65,965.9753,34.84,3.6407,0.1426,129.8734,1481.1101,1.0229,564.3368,January
2023-01-07 14:00,19719.64,1246.79,68.57,40.35,38.47,26.07,22.95,723.94,64.1,14.17,43.37,95.52,541.29,1.82,0.07,36.65,1.82,7887.86,914.481,26.07,3.4934,0.2233,77.5802,1568.8049,1.6867,786.2357,January
2023-01-07 15:00,15898.58,464.77,12.96,34.94,46.91,12.07,28.35,1113.59,62.92,13.11,44.92,94.46,972.16,0.84,0.07,46.07,0.84,6359.43,344.9917,12.07,4.2279,0.1243,28.0545,1485.2908,1.8262,550.3117,January
2023-01-07 16:00,19662.69,790.66,39.32,144.8,25.33,16.83,36.5,987.78,64.56,13.66,42.87,94.66,872.11,1.18,0.07,24.15,1.18,7865.08,626.3158,16.83,2.5228,0.1877,57.7775,1572.4265,0.9141,633.6116,January
2023-01-07 17:00,16235.63,31.27,50.39,116.05,26.85,19.53,30.72,1485.82,63.92,14.87,41.89,94.36,401.33,1.37,0.07,25.48,1.37,6494.25,22.6484,19.53,4.4484,0.2556,1.9543,1006.3245,0.9352,354.6796,January
2023-01-07 18:00,18121.13,515.34,18.67,19.5,41.8,33.95,30.21,1312.29,61.92,14.66,43.25,94.58,639.42,2.38,0.07,39.42,2.38,7248.45,401.4043,33.95,2.7567,0.1172,38.8659,973.1827,2.0521,408.1559,January
2023-01-07 19:00,16631.12,0.21,20.72,139.59,28.77,32.56,16.99,207.07,64.97,14.07,40.36,95.46,3.71,2.28,0.07,26.49,2.28,6652.45,0.1448,32.56,2.8692,0.1064,0.012,1347.8998,0.7409,820.6959,January
2023-01-07 20:00,19921.78,9.08,21.32,13.24,39.67,26.6,23.39,107.92,60.19,13.49,40.08,94.0,6.53,1.86,0.07,37.81,1.86,7968.71,6.2344,26.6,3.6022,0.1185,0.93,1768.8829,1.0754,581.1564,January
2023-01-07 21:00,18237.84,9.32,71.58,84.82,42.74,34.42,15.64,274.71,64.67,13.02,42.71,95.9,2.44,2.41,0.07,40.33,2.41,7295.14,7.0737,34.42,3.5001,0.1298,0.8234,1798.9252,1.4598,518.5463,January
2023-01-07 22:00,17119.8,3.08,15.76,163.2,36.11,19.79,18.78,162.92,64.21,13.67,44.28,95.97,2.32,1.39,0.07,34.72,1.39,6847.92,2.1574,19.79,3.1616,0.1655,0.1387,981.044,1.5158,782.2075,January
2023-01-07 23:00,18384.23,4.5,91.92,15.13,33.77,27.11,22.24,223.47,61.68,13.21,40.28,95.18,3.28,1.9,0.07,31.87,1.9,7353.69,2.8391,27.11,3.4238,0.2337,0.3167,1111.7283,1.0337,889.376,January
2023-01-08 0:00,17765.18,3.26,87.89,157.91,42.5,29.31,15.83,267.97,60.62,13.03,43.35,95.24,1.09,2.05,0.07,40.45,2.05,7106.07,2.5983,29.31,3.0212,0.1452,0.3812,1720.9089,2.0538,477.5093,January
2023-01-08 1:00,18224.92,5.52,76.29,28.96,46.91,13.1,23.97,153.43,60.4,13.79,41.15,95.31,5.73,0.92,0.07,45.99,0.92,7289.97,3.6439,13.1,3.9274,0.2541,0.387,1416.5791,2.2951,899.7955,January
2023-01-08 2:00,16195.08,2.57,77.5,142.84,34.44,24.35,19.04,114.06,63.15,14.68,41.23,95.7,0.76,1.7,0.07,32.74,1.7,6478.03,2.0035,24.35,2.9217,0.1476,0.2309,1530.1391,1.4084,505.8488,January
2023-01-08 3:00,17174.16,8.92,58.29,181.81,44.48,28.85,23.76,118.08,62.76,14.08,41.48,95.58,5.98,2.02,0.07,42.46,2.02,6869.66,7.1182,28.85,3.3627,0.1018,0.4296,1316.301,1.772,775.5978,January
2023-01-08 4:00,18618.41,4.71,74.12,38.13,22.69,19.37,17.91,283.63,64.49,14.62,44.46,95.88,6.62,1.36,0.07,21.33,1.36,7447.36,3.3842,19.37,4.2629,0.1789,0.2,970.7862,0.8428,925.9193,January
2023-01-08 5:00,17635.26,3.04,36.15,122.6,39.59,17.74,24.04,158.42,61.67,13.37,44.82,95.05,7.42,1.24,0.07,38.35,1.24,7054.1,2.383,17.74,3.2536,0.1609,0.2422,1486.8452,0.9931,620.896,January
2023-01-08 6:00,16499.94,0.71,61.21,181.79,38.02,30.71,17.61,243.37,62.78,14.04,41.09,94.01,2.65,2.15,0.07,35.87,2.15,6599.98,0.523,30.71,2.8689,0.225,0.0438,996.2839,1.8317,656.9342,January
2023-01-08 7:00,16674.94,11.61,34.72,160.42,31.76,38.67,35.85,1369.56,63.35,13.82,40.1,95.89,222.48,2.71,0.07,29.05,2.71,6669.98,7.2278,38.67,3.6199,0.2868,0.5103,1400.2089,1.3398,659.3068,January
2023-01-08 8:00,16838.98,1009.29,60.8,193.96,46.68,33.23,32.02,1381.42,61.12,14.43,42.02,96.0,949.92,2.33,0.07,44.35,2.33,6735.59,719.7646,33.23,2.5746,0.1428,92.3229,1064.3158,1.2557,422.9525,January
2023-01-08 9:00,15926.15,588.64,29.06,41.18,44.7,32.6,41.14,1196.3,60.36,14.76,42.73,94.45,418.57,2.28,0.07,42.42,2.28,6370.46,358.5664,32.6,3.8943,0.1707,37.8435,1548.5812,1.8116,641.7256,January
2023-01-08 10:00,17949.94,529.51,89.76,193.78,31.62,33.59,33.8,857.38,61.64,13.52,43.42,95.11,694.21,2.35,0.07,29.27,2.35,7179.98,330.6926,33.59,2.7665,0.149,37.6572,1725.8808,1.0222,822.0015,January
2023-01-08 11:00,18187.23,585.67,11.41,52.73,31.44,19.47,34.65,586.81,63.27,14.21,41.4,94.91,625.47,1.36,0.07,30.08,1.36,7274.89,456.5663,19.47,3.3735,0.123,66.4731,1483.1267,1.0731,863.3576,January
2023-01-08 12:00,17305.32,122.77,55.74,154.77,29.91,14.13,35.0,746.61,61.59,14.04,40.27,94.4,888.48,0.99,0.07,28.92,0.99,6922.13,85.8882,14.13,2.9906,0.2271,5.5319,1556.9792,0.8047,640.658,January
2023-01-08 13:00,17480.07,88.78,82.25,105.99,27.86,12.95,21.19,924.63,60.04,13.39,44.19,94.63,827.12,0.91,0.07,26.95,0.91,6992.03,70.3481,12.95,3.0886,0.2891,6.9332,1329.2342,1.3221,623.051,January
2023-01-08 14:00,19591.79,780.84,25.09,90.9,21.74,22.95,38.47,573.38,63.81,13.36,41.81,94.57,350.47,1.61,0.07,20.13,1.61,7836.72,555.1561,22.95,3.1937,0.1134,62.5674,1626.38,0.7707,405.8014,January
2023-01-08 15:00,16474.41,711.92,29.07,126.08,21.51,13.58,32.87,1443.06,62.24,14.24,40.42,95.72,809.16,0.95,0.07,20.56,0.95,6589.76,507.4856,13.58,2.6386,0.2946,57.8734,1631.0734,0.5552,584.8863,January
2023-01-08 16:00,15522.81,226.21,45.03,64.02,42.06,10.42,28.65,612.76,63.33,13.62,40.44,94.45,761.06,0.73,0.07,41.33,0.73,6209.12,146.0152,10.42,3.6595,0.2518,17.7499,1368.2025,1.352,641.4783,January
2023-01-08 17:00,19796.13,1155.24,92.08,104.85,48.75,25.45,34.36,648.39,62.46,14.16,43.18,95.63,705.8,1.78,0.07,46.97,1.78,7918.45,790.2688,25.45,4.3032,0.2311,77.4917,1457.1456,2.0474,771.6042,January
2023-01-08 18:00,19390.48,896.86,54.66,35.82,28.38,10.88,28.62,616.93,60.68,14.03,42.37,95.21,288.29,0.76,0.07,27.62,0.76,7756.19,610.8935,10.88,3.3307,0.1438,79.9362,1073.9389,1.2542,674.2168,January
2023-01-08 19:00,17067.9,1.1,41.47,50.01,25.49,35.67,18.78,176.14,60.72,14.36,43.7,94.19,3.1,2.5,0.07,22.99,2.5,6827.16,0.7627,35.67,2.9714,0.125,0.0563,923.6841,1.2676,410.3583,January
2023-01-08 20:00,18722.19,5.7,95.49,129.68,31.16,21.82,17.85,293.73,61.5,13.19,41.88,95.48,3.73,1.53,0.07,29.63,1.53,7488.88,3.8953,21.82,4.0561,0.2402,0.3629,1438.9643,1.1361,566.8041,January
2023-01-08 21:00,18619.72,8.8,15.79,80.69,25.36,39.46,18.25,111.34,60.26,14.33,44.46,94.04,5.77,2.76,0.07,22.6,2.76,7447.89,5.2934,39.46,4.0031,0.2255,0.4711,1703.2646,0.7256,676.6549,January
2023-01-08 22:00,18692.76,4.85,23.72,65.79,33.92,13.43,21.51,272.13,62.44,13.42,43.95,94.39,1.88,0.94,0.07,32.98,0.94,7477.1,3.5719,13.43,4.3695,0.2407,0.4198,1096.708,0.8948,876.5304,January
2023-01-08 23:00,16047.82,3.17,84.0,195.01,39.11,11.15,15.05,257.21,61.59,14.25,43.21,94.43,6.4,0.78,0.07,38.33,0.78,6419.13,2.0202,11.15,2.7135,0.116,0.253,1593.4246,1.9186,490.3715,January
2023-01-09 0:00,18330.5,0.62,72.27,84.91,27.18,31.11,24.47,120.3,64.3,13.76,42.23,94.87,8.78,2.18,0.07,25.0,2.18,7332.2,0.4455,31.11,4.4313,0.2762,0.0664,1527.6532,1.039,544.4439,January
2023-01-09 1:00,17618.18,9.5,46.67,65.79,23.38,39.58,23.0,167.46,61.67,14.37,40.54,94.02,8.08,2.77,0.07,20.61,2.77,7047.27,5.7289,39.58,4.3341,0.2345,0.6586,1079.8277,1.1062,475.4686,January
2023-01-09 2:00,18271.65,3.73,50.07,165.02,33.79,19.52,15.41,277.07,64.68,14.31,40.15,95.5,6.24,1.37,0.07,32.42,1.37,7308.66,2.5522,19.52,3.3356,0.1464,0.3153,1567.5356,1.0577,785.4071,January
2023-01-09 3:00,17148.1,9.46,33.51,196.76,36.44,38.33,22.28,222.8,63.38,14.54,44.22,94.89,5.23,2.68,0.07,33.76,2.68,6859.24,6.1648,38.33,2.6315,0.2881,0.8036,1303.7773,0.7356,783.0048,January
2023-01-09 4:00,16555.89,5.74,64.32,63.86,40.47,26.78,20.53,235.15,63.68,13.29,42.52,95.1,8.21,1.87,0.07,38.6,1.87,6622.36,4.041,26.78,3.8703,0.2776,0.4194,1132.707,1.9253,484.2614,January
2023-01-09 5:00,18841.58,7.86,91.97,18.43,31.22,20.2,24.22,192.0,64.22,13.13,41.34,95.56,0.17,1.41,0.07,29.81,1.41,7536.63,4.8803,20.2,3.6068,0.2356,0.5119,1816.8488,1.0702,762.9832,January
2023-01-09 6:00,16464.15,0.85,83.98,63.64,22.48,31.5,20.33,170.61,64.23,13.11,42.36,94.2,6.86,2.2,0.07,20.28,2.2,6585.66,0.6357,31.5,4.2213,0.118,0.0829,1105.4999,0.4568,374.1385,January
2023-01-09 7:00,18036.92,352.64,69.26,132.1,20.32,17.85,25.56,1428.32,62.46,14.52,44.94,94.2,332.03,1.25,0.07,19.07,1.25,7214.77,279.1396,17.85,3.2058,0.1932,36.2038,1774.0936,0.7576,760.4455,January
2023-01-09 8:00,15876.09,994.29,53.94,58.93,28.12,20.67,26.04,505.02,64.57,14.34,44.24,94.87,285.17,1.45,0.07,26.67,1.45,6350.44,720.9551,20.67,3.2663,0.1964,66.8747,1183.215,0.7633,485.1622,January
2023-01-09 9:00,17839.33,775.76,52.08,79.84,41.08,28.72,37.22,1215.45,63.08,13.92,43.21,95.26,780.02,2.01,0.07,39.07,2.01,7135.73,506.1541,28.72,3.668,0.1696,65.4611,1066.4556,1.8082,519.3011,January
2023-01-09 10:00,19086.34,1315.16,30.24,108.0,46.32,18.29,23.99,1363.59,64.97,13.5,40.93,94.4,744.17,1.28,0.07,45.04,1.28,7634.54,983.2655,18.29,3.8034,0.1319,99.1069,1314.2286,1.3949,749.8047,January
2023-01-09 11:00,17256.5,1169.43,44.74,18.49,36.35,20.26,37.75,772.04,60.2,14.79,42.57,95.26,820.66,1.42,0.07,34.93,1.42,6902.6,899.1847,20.26,3.4297,0.1125,58.5473,1683.3617,1.6164,827.209,January
2023-01-09 12:00,18542.0,673.22,48.81,38.53,44.06,16.44,35.08,1061.0,61.4,14.47,44.35,95.27,452.27,1.15,0.07,42.91,1.15,7416.8,514.2782,16.44,3.8126,0.1551,71.8591,1718.7651,0.9414,703.9831,January
2023-01-09 13:00,19826.28,1357.27,43.23,193.33,36.08,23.68,28.16,632.49,63.78,14.41,44.79,95.88,377.38,1.66,0.07,34.42,1.66,7930.51,970.9451,23.68,3.7341,0.2934,77.1601,1402.2355,0.959,490.5165,January
2023-01-09 14:00,15806.24,1054.11,95.8,72.1,30.93,34.99,21.34,998.37,61.12,13.19,40.47,95.49,640.13,2.45,0.07,28.48,2.45,6322.5,685.893,34.99,2.8546,0.18,56.8164,1053.6722,1.0818,405.9817,January
2023-01-09 15:00,17945.98,1323.4,27.08,173.83,43.4,11.99,42.13,719.47,60.79,13.39,40.9,94.51,483.58,0.84,0.07,42.56,0.84,7178.39,957.9189,11.99,3.9466,0.1228,110.0643,1231.7656,1.9248,649.2476,January
2023-01-09 16:00,15684.42,362.69,21.97,107.9,33.21,30.49,37.98,1189.19,62.94,14.47,41.29,94.79,270.11,2.13,0.07,31.08,2.13,6273.77,256.5018,30.49,3.723,0.1821,17.5512,1566.2291,1.1789,775.7582,January
2023-01-09 17:00,15466.38,79.54,23.67,44.3,31.14,14.02,25.72,857.65,60.49,14.09,44.28,94.61,314.02,0.98,0.07,30.16,0.98,6186.55,61.2025,14.02,3.2026,0.2119,5.8178,900.2247,1.2203,388.231,January
2023-01-09 18:00,16849.51,1107.33,23.55,31.63,26.54,25.32,42.12,1310.04,64.89,13.46,43.49,94.18,582.14,1.77,0.07,24.77,1.77,6739.8,821.5981,25.32,2.8716,0.2151,72.506,1225.7522,0.8669,498.1341,January
